endereco,latitude,longitude,resale_price,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease
"635 HOUGANG AVE 8, HOUGANG, Singapore",1.3701782,103.87914240875412,335000.0,2017-06,HOUGANG,4 ROOM,635,HOUGANG AVE 8,01 TO 03,84.0,Simplified,1987.0,69 years 03 months
"337 HOUGANG AVE 7, HOUGANG, Singapore",1.36966675,103.89833754970692,350000.0,2017-06,HOUGANG,4 ROOM,337,HOUGANG AVE 7,04 TO 06,91.0,New Generation,1985.0,67 years 02 months
"708 HOUGANG AVE 2, HOUGANG, Singapore",1.3665474,103.88939689871624,375000.0,2017-06,HOUGANG,4 ROOM,708,HOUGANG AVE 2,07 TO 09,93.0,New Generation,1985.0,67 years 02 months
"458 HOUGANG AVE 10, HOUGANG, Singapore",1.37771995,103.8962949107162,402000.0,2017-06,HOUGANG,4 ROOM,458,HOUGANG AVE 10,04 TO 06,104.0,Model A,1992.0,74 years 04 months
"569 HOUGANG ST 51, HOUGANG, Singapore",1.37745915,103.8881355717418,405000.0,2017-06,HOUGANG,4 ROOM,569,HOUGANG ST 51,13 TO 15,100.0,Model A,1997.0,78 years 11 months
"643 HOUGANG AVE 8, HOUGANG, Singapore",1.3715483000000002,103.88064715,418000.0,2017-06,HOUGANG,5 ROOM,643,HOUGANG AVE 8,01 TO 03,120.0,Improved,1987.0,69 years 03 months
"351 HOUGANG AVE 7, HOUGANG, Singapore",1.3718763,103.89869435280076,418000.0,2017-06,HOUGANG,5 ROOM,351,HOUGANG AVE 7,01 TO 03,121.0,Improved,1985.0,67 years
"310 HOUGANG AVE 5, HOUGANG, Singapore",1.36637995,103.8961696444062,455000.0,2017-06,HOUGANG,5 ROOM,310,HOUGANG AVE 5,10 TO 12,121.0,Improved,1984.0,65 years 08 months
"924 HOUGANG AVE 9, HOUGANG, Singapore",1.3750663,103.878818,485000.0,2017-06,HOUGANG,5 ROOM,924,HOUGANG AVE 9,07 TO 09,120.0,Improved,1998.0,80 years 03 months
"930 HOUGANG ST 91, HOUGANG, Singapore",1.3751547,103.8801707,495000.0,2017-06,HOUGANG,5 ROOM,930,HOUGANG ST 91,13 TO 15,120.0,Improved,1998.0,80 years 01 month
"460 HOUGANG AVE 10, HOUGANG, Singapore",1.3710507,103.8951511,580000.0,2017-06,HOUGANG,5 ROOM,460,HOUGANG AVE 10,04 TO 06,123.0,Improved,1992.0,74 years 04 months
"111 HOUGANG AVE 1, HOUGANG, Singapore",1.3488965278877378,103.88682397301116,635000.0,2017-06,HOUGANG,5 ROOM,111,HOUGANG AVE 1,01 TO 03,144.0,Improved-Maisonette,1983.0,64 years 09 months
"373 HOUGANG ST 31, HOUGANG, Singapore",1.3626173,103.89060350231586,650000.0,2017-06,HOUGANG,5 ROOM,373,HOUGANG ST 31,13 TO 15,120.0,Improved,2000.0,81 years 07 months
"132 LOR AH SOO, HOUGANG, Singapore",,,625000.0,2017-06,HOUGANG,EXECUTIVE,132,LOR AH SOO,04 TO 06,147.0,Apartment,1984.0,66 years 03 months
"639 HOUGANG AVE 8, HOUGANG, Singapore",1.3706912,103.8798438,628888.0,2017-06,HOUGANG,EXECUTIVE,639,HOUGANG AVE 8,01 TO 03,148.0,Maisonette,1987.0,68 years 08 months
"615 HOUGANG AVE 8, HOUGANG, Singapore",1.3748022340125958,103.89788681915137,655000.0,2017-06,HOUGANG,EXECUTIVE,615,HOUGANG AVE 8,04 TO 06,147.0,Maisonette,1986.0,68 years 02 months
"522 HOUGANG AVE 6, HOUGANG, Singapore",1.373617,103.89195210723898,668888.0,2017-06,HOUGANG,EXECUTIVE,522,HOUGANG AVE 6,04 TO 06,145.0,Maisonette,1987.0,69 years 02 months
"357 HOUGANG AVE 7, HOUGANG, Singapore",1.37288845,103.8996200034686,670000.0,2017-06,HOUGANG,EXECUTIVE,357,HOUGANG AVE 7,04 TO 06,141.0,Apartment,1985.0,66 years 09 months
"449 HOUGANG AVE 10, HOUGANG, Singapore",1.3710507,103.8951511,675000.0,2017-06,HOUGANG,EXECUTIVE,449,HOUGANG AVE 10,07 TO 09,148.0,Maisonette,1991.0,72 years 07 months
"374 HOUGANG ST 31, HOUGANG, Singapore",1.36288995,103.88983184931764,750000.0,2017-06,HOUGANG,EXECUTIVE,374,HOUGANG ST 31,10 TO 12,141.0,Apartment,2000.0,81 years 07 months
"851 HOUGANG CTRL, HOUGANG, Singapore",1.3701647499999998,103.89368140416128,790000.0,2017-06,HOUGANG,EXECUTIVE,851,HOUGANG CTRL,01 TO 03,141.0,Apartment,1997.0,78 years 08 months
"31 TEBAN GDNS RD, JURONG EAST, Singapore",1.32026825,103.73910864290288,355000.0,2017-06,JURONG EAST,4 ROOM,31,TEBAN GDNS RD,10 TO 12,99.0,New Generation,1981.0,63 years 01 month
"414 PANDAN GDNS, JURONG EAST, Singapore",1.3200632,103.74729815689167,400000.0,2017-06,JURONG EAST,4 ROOM,414,PANDAN GDNS,04 TO 06,97.0,New Generation,1978.0,60 years 05 months
"280 TOH GUAN RD, JURONG EAST, Singapore",1.3404281,103.74733648585308,423000.0,2017-06,JURONG EAST,4 ROOM,280,TOH GUAN RD,04 TO 06,90.0,Model A2,1998.0,80 years 03 months
"285B TOH GUAN RD, JURONG EAST, Singapore",1.338102,103.7471534293536,475000.0,2017-06,JURONG EAST,4 ROOM,285B,TOH GUAN RD,04 TO 06,103.0,Model A,1998.0,80 years 06 months
"246 JURONG EAST ST 24, JURONG EAST, Singapore",1.3417520500000002,103.74009783306752,469000.0,2017-06,JURONG EAST,5 ROOM,246,JURONG EAST ST 24,04 TO 06,121.0,Improved,1983.0,64 years 07 months
"336 JURONG EAST AVE 1, JURONG EAST, Singapore",1.35055615,103.73129847130429,610000.0,2017-06,JURONG EAST,EXECUTIVE,336,JURONG EAST AVE 1,07 TO 09,149.0,Maisonette,1985.0,67 years 02 months
"325 JURONG EAST ST 31, JURONG EAST, Singapore",1.34879655,103.72903373057945,625000.0,2017-06,JURONG EAST,EXECUTIVE,325,JURONG EAST ST 31,07 TO 09,141.0,Apartment,1985.0,66 years 11 months
"322A JURONG EAST ST 31, JURONG EAST, Singapore",,,630000.0,2017-06,JURONG EAST,EXECUTIVE,322A,JURONG EAST ST 31,01 TO 03,149.0,Maisonette,1985.0,66 years 11 months
"223A JURONG EAST ST 21, JURONG EAST, Singapore",1.3413166,103.73675820010926,720000.0,2017-06,JURONG EAST,EXECUTIVE,223A,JURONG EAST ST 21,01 TO 03,173.0,Apartment,1993.0,75 years
"285C TOH GUAN RD, JURONG EAST, Singapore",1.3378836,103.74662028591035,900000.0,2017-06,JURONG EAST,EXECUTIVE,285C,TOH GUAN RD,13 TO 15,145.0,Maisonette,1998.0,80 years 05 months
"111 HO CHING RD, JURONG WEST, Singapore",1.33388255,103.72331618260564,233000.0,2017-06,JURONG WEST,3 ROOM,111,HO CHING RD,01 TO 03,68.0,Improved,1970.0,51 years 10 months
"494 JURONG WEST ST 41, JURONG WEST, Singapore",1.34944695,103.7248958990065,245000.0,2017-06,JURONG WEST,3 ROOM,494,JURONG WEST ST 41,01 TO 03,64.0,Simplified,1986.0,68 years 01 month
"916 JURONG WEST ST 91, JURONG WEST, Singapore",1.34067515,103.68780670444932,285000.0,2017-06,JURONG WEST,3 ROOM,916,JURONG WEST ST 91,10 TO 12,73.0,Model A,1988.0,70 years 01 month
"429 JURONG WEST AVE 1, JURONG WEST, Singapore",1.35194115,103.724334327101,288000.0,2017-06,JURONG WEST,3 ROOM,429,JURONG WEST AVE 1,04 TO 06,75.0,Model A,1985.0,66 years 10 months
"503 JURONG WEST AVE 1, JURONG WEST, Singapore",1.3501154999999998,103.718261114057,308000.0,2017-06,JURONG WEST,3 ROOM,503,JURONG WEST AVE 1,04 TO 06,74.0,Model A,1986.0,67 years 11 months
"810 JURONG WEST ST 81, JURONG WEST, Singapore",1.3466519,103.69568921360298,307000.0,2017-06,JURONG WEST,4 ROOM,810,JURONG WEST ST 81,07 TO 09,107.0,Model A,1993.0,75 years 06 months
"739 JURONG WEST ST 73, JURONG WEST, Singapore",1.34622,103.70002538841464,310000.0,2017-06,JURONG WEST,4 ROOM,739,JURONG WEST ST 73,01 TO 03,106.0,Model A,1995.0,77 years
"929 JURONG WEST ST 92, JURONG WEST, Singapore",1.34124535,103.68924877711126,315000.0,2017-06,JURONG WEST,4 ROOM,929,JURONG WEST ST 92,10 TO 12,103.0,Model A,1989.0,70 years 07 months
"746 JURONG WEST ST 73, JURONG WEST, Singapore",1.347832747517398,103.69991206416506,320000.0,2017-06,JURONG WEST,4 ROOM,746,JURONG WEST ST 73,01 TO 03,104.0,Model A,1990.0,72 years
"850 JURONG WEST ST 81, JURONG WEST, Singapore",1.346324,103.69188672475458,322000.0,2017-06,JURONG WEST,4 ROOM,850,JURONG WEST ST 81,01 TO 03,109.0,Model A,1996.0,77 years 09 months
"274D JURONG WEST AVE 3, JURONG WEST, Singapore",1.35227625,103.7043143352376,330000.0,2017-06,JURONG WEST,4 ROOM,274D,JURONG WEST AVE 3,01 TO 03,90.0,Model A,2001.0,83 years 06 months
"531 JURONG WEST ST 52, JURONG WEST, Singapore",1.34896885,103.71514398031088,340000.0,2017-06,JURONG WEST,4 ROOM,531,JURONG WEST ST 52,10 TO 12,95.0,New Generation,1983.0,65 years 02 months
"931 JURONG WEST ST 92, JURONG WEST, Singapore",1.3415393,103.6899632617042,340000.0,2017-06,JURONG WEST,4 ROOM,931,JURONG WEST ST 92,04 TO 06,104.0,Model A,1988.0,70 years 01 month
"845 JURONG WEST ST 81, JURONG WEST, Singapore",1.34488795,103.6916729983147,345000.0,2017-06,JURONG WEST,4 ROOM,845,JURONG WEST ST 81,04 TO 06,108.0,Model A,1996.0,77 years 09 months
"448 JURONG WEST ST 42, JURONG WEST, Singapore",1.3525338,103.719089825,350000.0,2017-06,JURONG WEST,4 ROOM,448,JURONG WEST ST 42,01 TO 03,103.0,Model A,1984.0,66 years 03 months
"732 JURONG WEST ST 73, JURONG WEST, Singapore",1.34610165,103.69946215170476,350000.0,2017-06,JURONG WEST,4 ROOM,732,JURONG WEST ST 73,04 TO 06,103.0,Model A,1995.0,77 years
"858 JURONG WEST ST 81, JURONG WEST, Singapore",1.34822335,103.69644686762298,350000.0,2017-06,JURONG WEST,4 ROOM,858,JURONG WEST ST 81,13 TO 15,104.0,Model A,1996.0,78 years 02 months
"948 JURONG WEST ST 91, JURONG WEST, Singapore",1.34439735,103.69100848058532,350000.0,2017-06,JURONG WEST,4 ROOM,948,JURONG WEST ST 91,07 TO 09,105.0,Model A,1989.0,70 years 10 months
"643 JURONG WEST ST 61, JURONG WEST, Singapore",1.3393035,103.69568471379064,354000.0,2017-06,JURONG WEST,4 ROOM,643,JURONG WEST ST 61,07 TO 09,90.0,Model A2,1998.0,80 years 02 months
"856 JURONG WEST ST 81, JURONG WEST, Singapore",1.34714015,103.69665849918026,355000.0,2017-06,JURONG WEST,4 ROOM,856,JURONG WEST ST 81,13 TO 15,107.0,Model A,1996.0,78 years 02 months
"367 CORPORATION DR, JURONG WEST, Singapore",1.33788995,103.71911706933628,380000.0,2017-06,JURONG WEST,4 ROOM,367,CORPORATION DR,01 TO 03,102.0,Model A,1997.0,79 years 02 months
"634 JURONG WEST ST 65, JURONG WEST, Singapore",1.34307965,103.69896927651276,397000.0,2017-06,JURONG WEST,4 ROOM,634,JURONG WEST ST 65,10 TO 12,91.0,Model A,2001.0,83 years 05 months
"659C JURONG WEST ST 65, JURONG WEST, Singapore",1.33645605,103.70174347154426,418000.0,2017-06,JURONG WEST,4 ROOM,659C,JURONG WEST ST 65,10 TO 12,90.0,Model A,2001.0,83 years 01 month
"660D JURONG WEST ST 64, JURONG WEST, Singapore",1.33647555,103.7034723,445000.0,2017-06,JURONG WEST,4 ROOM,660D,JURONG WEST ST 64,13 TO 15,91.0,Model A,2001.0,83 years 03 months
"271D JURONG WEST ST 24, JURONG WEST, Singapore",1.3500662499999998,103.70486891115242,367900.0,2017-06,JURONG WEST,5 ROOM,271D,JURONG WEST ST 24,07 TO 09,113.0,Premium Apartment,2003.0,85 years 04 months
"751 JURONG WEST ST 73, JURONG WEST, Singapore",1.347832747517398,103.69991206416506,375000.0,2017-06,JURONG WEST,5 ROOM,751,JURONG WEST ST 73,01 TO 03,122.0,Improved,1992.0,74 years 02 months
"865 JURONG WEST ST 81, JURONG WEST, Singapore",1.3500605,103.69535716664328,398000.0,2017-06,JURONG WEST,5 ROOM,865,JURONG WEST ST 81,04 TO 06,122.0,Improved,1996.0,78 years 04 months
"703 JURONG WEST ST 71, JURONG WEST, Singapore",1.3416888,103.69585977016666,425000.0,2017-06,JURONG WEST,5 ROOM,703,JURONG WEST ST 71,04 TO 06,126.0,Improved,1995.0,77 years 01 month
"678A JURONG WEST ST 64, JURONG WEST, Singapore",1.34511395,103.70418265398384,448000.0,2017-06,JURONG WEST,5 ROOM,678A,JURONG WEST ST 64,04 TO 06,110.0,Premium Apartment,2008.0,90 years
"444 JURONG WEST AVE 1, JURONG WEST, Singapore",1.3518477,103.71905279876796,470000.0,2017-06,JURONG WEST,5 ROOM,444,JURONG WEST AVE 1,07 TO 09,133.0,Model A,1985.0,66 years 10 months
"461 JURONG WEST ST 41, JURONG WEST, Singapore",1.3495432,103.72080764786072,474000.0,2017-06,JURONG WEST,5 ROOM,461,JURONG WEST ST 41,10 TO 12,121.0,Improved,1985.0,66 years 08 months
"652B JURONG WEST ST 61, JURONG WEST, Singapore",1.336593,103.69787999354529,490000.0,2017-06,JURONG WEST,5 ROOM,652B,JURONG WEST ST 61,07 TO 09,110.0,Improved,2002.0,84 years
"663B JURONG WEST ST 65, JURONG WEST, Singapore",1.33811255,103.70160667866983,490000.0,2017-06,JURONG WEST,5 ROOM,663B,JURONG WEST ST 65,07 TO 09,110.0,Improved,2000.0,82 years 02 months
"607 JURONG WEST ST 65, JURONG WEST, Singapore",1.3380401,103.69962209004925,492000.0,2017-06,JURONG WEST,5 ROOM,607,JURONG WEST ST 65,10 TO 12,115.0,Premium Apartment,2001.0,82 years 10 months
"261 BOON LAY DR, JURONG WEST, Singapore",1.3454853,103.7077685706362,500000.0,2017-06,JURONG WEST,5 ROOM,261,BOON LAY DR,04 TO 06,132.0,Model A,1995.0,77 years
"533 JURONG WEST ST 52, JURONG WEST, Singapore",1.34891235,103.71649066968727,510000.0,2017-06,JURONG WEST,5 ROOM,533,JURONG WEST ST 52,19 TO 21,118.0,Improved,1982.0,64 years 01 month
"660C JURONG WEST ST 64, JURONG WEST, Singapore",1.33664455,103.7038370540613,512888.0,2017-06,JURONG WEST,5 ROOM,660C,JURONG WEST ST 64,07 TO 09,110.0,Improved,2001.0,83 years 03 months
"680C JURONG WEST CTRL 1, JURONG WEST, Singapore",1.3451012,103.70575805469431,525000.0,2017-06,JURONG WEST,5 ROOM,680C,JURONG WEST CTRL 1,10 TO 12,114.0,Premium Apartment,2000.0,82 years 02 months
"406 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.36606965,103.85628840000001,232000.0,2017-01,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,10 TO 12,44.0,Improved,1979.0,61 years 04 months
"108 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.3736425557502685,103.83734260907666,250000.0,2017-01,ANG MO KIO,3 ROOM,108,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1978.0,60 years 07 months
"602 ANG MO KIO AVE 5, ANG MO KIO, Singapore",1.38086565,103.83607805463366,262000.0,2017-01,ANG MO KIO,3 ROOM,602,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980.0,62 years 05 months
"465 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.3662228,103.85717530845224,265000.0,2017-01,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980.0,62 years 01 month
"601 ANG MO KIO AVE 5, ANG MO KIO, Singapore",1.37709595,103.84176635,265000.0,2017-01,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980.0,62 years 05 months
"150 ANG MO KIO AVE 5, ANG MO KIO, Singapore",1.3767776999999999,103.84201139498651,275000.0,2017-01,ANG MO KIO,3 ROOM,150,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981.0,63 years
"447 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.3674932000000002,103.85593810286824,280000.0,2017-01,ANG MO KIO,3 ROOM,447,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1979.0,61 years 06 months
"218 ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3652175,103.84168628267787,285000.0,2017-01,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976.0,58 years 04 months
"571 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.37021965,103.85442413260637,285000.0,2017-01,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979.0,61 years 04 months
"534 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.3741543,103.85380151282592,288500.0,2017-01,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980.0,62 years 01 month
"233 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3675724,103.8367603434981,295000.0,2017-01,ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977.0,59 years 08 months
"235 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3690489997684083,103.84526601413232,295000.0,2017-01,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977.0,59 years 08 months
"219 ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3659903,103.84064706999999,297000.0,2017-01,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1977.0,59 years 06 months
"536 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.37452405,103.8540938492528,298000.0,2017-01,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980.0,62 years 01 month
"230 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.36886325,103.83797625133738,298000.0,2017-01,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978.0,60 years
"570 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3699069000000001,103.85557041701031,300000.0,2017-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979.0,61 years 04 months
"624 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.3736425557502685,103.83734260907666,301000.0,2017-01,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980.0,62 years 08 months
"441 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.3660604,103.85414159512987,306000.0,2017-01,ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979.0,61 years
"625 ANG MO KIO AVE 9, ANG MO KIO, Singapore",1.3838346836677131,103.84772884027268,312000.0,2017-01,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,04 TO 06,68.0,New Generation,1980.0,62 years 08 months
"119 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3698002,103.8450916767128,312000.0,2017-01,ANG MO KIO,3 ROOM,119,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978.0,60 years 10 months
"255 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.37065555,103.8346645243488,321000.0,2017-01,ANG MO KIO,3 ROOM,255,ANG MO KIO AVE 4,04 TO 06,73.0,New Generation,1977.0,59 years 06 months
"432 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.3683106,103.85360353836923,325000.0,2017-01,ANG MO KIO,3 ROOM,432,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979.0,61 years
"211 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3692054,103.84171917137255,325000.0,2017-01,ANG MO KIO,3 ROOM,211,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1977.0,59 years 03 months
"584 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.37075625,103.85349215301376,328000.0,2017-01,ANG MO KIO,3 ROOM,584,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979.0,61 years 05 months
"118 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.373368,103.83535489964771,330000.0,2017-01,ANG MO KIO,3 ROOM,118,ANG MO KIO AVE 4,07 TO 09,74.0,New Generation,1978.0,60 years 04 months
"333 ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3613534500000002,103.85168816395225,330000.0,2017-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981.0,63 years
"256 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.3736425557502685,103.83734260907666,335000.0,2017-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,10 TO 12,73.0,New Generation,1977.0,59 years 06 months
"330 ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3624418500000002,103.8510462438563,338000.0,2017-01,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981.0,63 years
"557 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.37165465,103.85775588826617,366000.0,2017-01,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1980.0,62 years
"302 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3690489997684083,103.84526601413232,373000.0,2017-01,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978.0,60 years 03 months
"575 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.37140415,103.85596073221782,375000.0,2017-01,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,07 TO 09,82.0,New Generation,1980.0,62 years
"509 ANG MO KIO AVE 8, ANG MO KIO, Singapore",1.3739647000000001,103.85016765275887,390000.0,2017-01,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,01 TO 03,81.0,New Generation,1980.0,62 years 05 months
"472 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.36314505,103.85810093301211,400000.0,2017-01,ANG MO KIO,4 ROOM,472,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979.0,61 years 06 months
"475 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.36263595,103.85651943716965,400000.0,2017-01,ANG MO KIO,4 ROOM,475,ANG MO KIO AVE 10,07 TO 09,91.0,New Generation,1979.0,61 years 06 months
"629 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.3801854,103.8404156,403000.0,2017-01,ANG MO KIO,4 ROOM,629,ANG MO KIO AVE 4,01 TO 03,94.0,New Generation,1981.0,63 years 09 months
"546 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.3736548499999999,103.85697538402583,410000.0,2017-01,ANG MO KIO,4 ROOM,546,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1981.0,63 years
"131 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3710323,103.84178479655927,425888.0,2017-01,ANG MO KIO,4 ROOM,131,ANG MO KIO AVE 3,01 TO 03,98.0,New Generation,1979.0,61 years 01 month
"254 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.3702192000000002,103.83469218767918,430000.0,2017-01,ANG MO KIO,4 ROOM,254,ANG MO KIO AVE 4,04 TO 06,97.0,New Generation,1977.0,59 years 06 months
"470 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.36410575,103.85675981379057,435000.0,2017-01,ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979.0,61 years 10 months
"463 ANG MO KIO AVE 10, ANG MO KIO, Singapore",1.36676925,103.85766861690962,440000.0,2017-01,ANG MO KIO,4 ROOM,463,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1980.0,62 years 01 month
"207 ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3658312000000001,103.84288471885537,460000.0,2017-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97.0,New Generation,1976.0,58 years 06 months
"304 ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3642088027574375,103.84262855859349,518000.0,2017-01,ANG MO KIO,4 ROOM,304,ANG MO KIO AVE 1,10 TO 12,97.0,New Generation,1977.0,59 years 04 months
"646 ANG MO KIO AVE 6, ANG MO KIO, Singapore",1.383163605719272,103.84413273596638,518000.0,2017-01,ANG MO KIO,4 ROOM,646,ANG MO KIO AVE 6,10 TO 12,99.0,New Generation,1980.0,62 years 11 months
"328 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3690489997684083,103.84526601413232,560000.0,2017-01,ANG MO KIO,4 ROOM,328,ANG MO KIO AVE 3,10 TO 12,98.0,New Generation,1978.0,60 years 08 months
"588C ANG MO KIO ST 52, ANG MO KIO, Singapore",1.3720571894412934,103.85525008597071,688000.0,2017-01,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,13 TO 15,90.0,DBSS,2011.0,93 years 08 months
"588D ANG MO KIO ST 52, ANG MO KIO, Singapore",1.3720571894412934,103.85525008597071,730000.0,2017-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91.0,DBSS,2011.0,93 years 07 months
"101 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3690489997684083,103.84526601413232,500000.0,2017-01,ANG MO KIO,5 ROOM,101,ANG MO KIO AVE 3,01 TO 03,117.0,Standard,1978.0,60 years 01 month
"430 ANG MO KIO AVE 3, ANG MO KIO, Singapore",1.3689985,103.8527638315924,668000.0,2017-01,ANG MO KIO,5 ROOM,430,ANG MO KIO AVE 3,13 TO 15,119.0,Improved,1979.0,61 years
"520 ANG MO KIO AVE 5, ANG MO KIO, Singapore",1.37709595,103.84176635,668000.0,2017-01,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,19 TO 21,118.0,Improved,1980.0,62 years 08 months
"716 ANG MO KIO AVE 6, ANG MO KIO, Singapore",1.37148765,103.84586579511719,725000.0,2017-01,ANG MO KIO,5 ROOM,716,ANG MO KIO AVE 6,13 TO 15,119.0,Improved,1980.0,62 years 05 months
"588A ANG MO KIO ST 52, ANG MO KIO, Singapore",1.3720571894412934,103.85525008597071,770000.0,2017-01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,10 TO 12,112.0,DBSS,2011.0,93 years 07 months
"310A ANG MO KIO AVE 1, ANG MO KIO, Singapore",1.3649558499999999,103.8438180100004,832000.0,2017-01,ANG MO KIO,5 ROOM,310A,ANG MO KIO AVE 1,10 TO 12,121.0,Improved,2012.0,94 years 08 months
"613 ANG MO KIO AVE 4, ANG MO KIO, Singapore",1.37854595,103.83945483769705,888000.0,2017-01,ANG MO KIO,EXECUTIVE,613,ANG MO KIO AVE 4,07 TO 09,147.0,Apartment,1996.0,78 years 04 months
"101 BEDOK NTH AVE 4, BEDOK, Singapore",,,238000.0,2017-01,BEDOK,2 ROOM,101,BEDOK NTH AVE 4,04 TO 06,45.0,Improved,1978.0,60 years 06 months
"548 BEDOK NTH AVE 1, BEDOK, Singapore",,,272000.0,2017-01,BEDOK,3 ROOM,548,BEDOK NTH AVE 1,04 TO 06,68.0,New Generation,1980.0,62 years 06 months
"75 BEDOK NTH RD, BEDOK, Singapore",,,278000.0,2017-01,BEDOK,3 ROOM,75,BEDOK NTH RD,07 TO 09,59.0,Improved,1978.0,60 years
